"workerid","spinnerID","payoff1","payoff2","payoff3","prob1","prob2","prob3","win","winProb","angleProp","happy","sad","anger","surprise","disgust","fear","content","disapp"
37,11,20,45,70,0.41,0.35,0.24,45,0.35,0.379,5,2,1,3,1,1,5,3
25,33,45,60,90,0.5,0.3,0.2,90,0.2,0.715,9,1,1,7,1,1,9,1
88,6,10,35,75,0.5,0.32,0.18,75,0.18,0.236,9,1,1,9,1,1,9,1
67,25,15,50,75,0.21,0.36,0.43,15,0.21,0.696,2,7,8,8,4,1,2,9
65,44,10,50,75,0.58,0.24,0.18,50,0.24,0.033,6,4,2,2,2,1,7,4
44,13,30,50,95,0.31,0.25,0.44,30,0.31,0.67,4,7,6,7,6,1,1,9
99,14,30,50,95,0.33,0.29,0.38,50,0.29,0.234,7,2,2,6,1,1,7,2
58,37,20,50,90,0.28,0.19,0.53,20,0.28,0.511,3,4,3,2,3,1,2,8
63,20,25,45,80,0.26,0.32,0.42,45,0.32,0.234,6,4,3,3,5,5,4,1
21,31,45,60,90,0.54,0.3,0.16,45,0.54,0.862,6,3,3,5,3,2,4,5
95,29,40,65,100,0.38,0.34,0.28,65,0.34,0.734,7,5,3,5,1,1,6,5
71,50,50,75,90,0.32,0.5,0.18,75,0.5,0.7,8,1,1,1,1,1,8,2
13,6,10,35,75,0.5,0.32,0.18,75,0.18,0.24,9,1,1,8,1,1,9,1
9,4,10,35,75,0.5,0.31,0.19,10,0.5,0.162,4,3,2,1,4,1,4,5
31,49,50,75,90,0.3,0.52,0.18,50,0.3,0.431,4,4,3,4,3,1,3,6
49,29,40,65,100,0.38,0.34,0.28,65,0.34,0.14,6,2,2,4,1,1,6,5
94,21,25,45,80,0.3,0.3,0.4,80,0.4,0.844,4,6,5,6,6,5,7,6
97,14,30,50,95,0.33,0.29,0.38,50,0.29,0.677,6,2,1,4,1,1,4,3
33,40,0,40,95,0.27,0.38,0.35,0,0.27,0.435,1,9,7,7,6,1,1,9
36,20,25,45,80,0.26,0.32,0.42,45,0.32,0.467,9,1,1,6,1,1,7,1
46,50,50,75,90,0.32,0.5,0.18,75,0.5,0.181,8,3,2,5,1,1,1,4
90,27,15,50,75,0.25,0.38,0.37,75,0.37,0.379,7,4,3,3,6,3,6,6
93,3,0,30,60,0.41,0.37,0.22,60,0.22,0.904,9,1,1,7,1,1,9,1
41,12,20,45,70,0.4,0.34,0.26,70,0.26,0.215,8,1,1,6,1,1,8,1
16,49,50,75,90,0.3,0.52,0.18,50,0.3,0.189,3,6,7,3,7,1,1,7
84,24,20,60,90,0.33,0.2,0.47,90,0.47,0.891,9,1,1,6,1,1,9,1
76,16,25,60,100,0.45,0.37,0.18,25,0.45,0.776,4,2,2,3,1,1,4,5
17,50,50,75,90,0.32,0.5,0.18,75,0.5,0.726,7,2,1,5,1,1,7,2
6,44,10,50,75,0.58,0.24,0.18,50,0.24,0.241,8,2,2,7,1,1,6,3
15,19,25,45,80,0.31,0.32,0.37,25,0.31,0.857,3,6,5,5,6,3,4,7
42,50,50,75,90,0.32,0.5,0.18,75,0.5,0.034,8,1,1,4,1,1,9,1
72,46,55,70,85,0.26,0.53,0.21,55,0.26,0.864,3,4,3,5,1,1,4,7
50,17,25,60,100,0.42,0.38,0.2,60,0.38,0.399,6,2,3,3,2,1,5,4
2,24,20,60,90,0.33,0.2,0.47,90,0.47,0.414,8,1,1,3,1,1,6,1
43,19,25,45,80,0.31,0.32,0.37,25,0.31,0.746,2,8,8,7,8,3,3,8
61,31,45,60,90,0.54,0.3,0.16,45,0.54,0.579,4,3,5,3,1,1,5,3
81,12,20,45,70,0.4,0.34,0.26,70,0.26,0.647,9,1,1,5,1,1,9,1
77,35,30,50,90,0.41,0.24,0.35,50,0.24,0.255,6,3,4,4,3,1,5,5
70,32,45,60,90,0.52,0.29,0.19,60,0.29,0.551,8,1,1,7,1,1,8,1
89,26,15,50,75,0.24,0.4,0.36,50,0.4,0.83,5,2,1,2,1,1,2,3
78,23,20,60,90,0.34,0.22,0.44,60,0.22,0.377,3,5,3,3,3,3,3,6
56,32,45,60,90,0.52,0.29,0.19,60,0.29,0.163,5,1,1,1,1,1,5,1
34,22,20,60,90,0.32,0.16,0.52,20,0.32,0.448,2,4,8,8,6,1,2,7
12,44,10,50,75,0.58,0.24,0.18,50,0.24,0.461,7,2,1,5,2,1,6,3
96,24,20,60,90,0.33,0.2,0.47,90,0.47,0.742,6,1,1,4,1,1,5,1
98,18,25,60,100,0.43,0.35,0.22,100,0.22,0.788,9,1,1,9,1,1,9,1
91,16,25,60,100,0.45,0.37,0.18,25,0.45,0.554,2,3,3,2,3,1,3,8
3,26,15,50,75,0.24,0.4,0.36,50,0.4,0.458,6,2,1,2,1,1,6,3
22,13,30,50,95,0.31,0.25,0.44,30,0.31,0.319,2,7,1,7,1,1,2,8
64,24,20,60,90,0.33,0.2,0.47,90,0.47,0.113,9,1,1,9,1,1,9,1
53,10,20,45,70,0.43,0.39,0.18,20,0.43,0.136,1,3,1,1,1,1,1,4
30,24,20,60,90,0.33,0.2,0.47,90,0.47,0.131,9,1,1,3,1,1,7,1
7,5,10,35,75,0.515,0.3,0.185,35,0.3,0.562,5,2,2,4,1,1,6,5
29,11,20,45,70,0.41,0.35,0.24,45,0.35,0.359,5,5,5,5,4,1,1,1
92,32,45,60,90,0.52,0.29,0.19,60,0.29,0.466,8,1,1,7,2,1,5,7
62,25,15,50,75,0.21,0.36,0.43,15,0.21,0.42,2,9,6,3,6,4,4,7
35,34,30,50,90,0.43,0.23,0.34,30,0.43,0.151,6,2,1,4,1,1,7,2
18,22,20,60,90,0.32,0.16,0.52,20,0.32,0.95,2,3,3,7,1,1,1,9
68,2,0,30,60,0.42,0.31,0.27,30,0.31,0.183,4,4,3,3,3,4,4,4
27,22,20,60,90,0.32,0.16,0.52,20,0.32,0.394,9,1,1,9,1,1,2,8
80,1,0,30,60,0.38,0.36,0.26,0,0.38,0.19,1,6,2,3,2,1,1,7
14,50,50,75,90,0.32,0.5,0.18,75,0.5,0.955,7,1,1,5,1,1,5,1
87,17,25,60,100,0.42,0.38,0.2,60,0.38,0.704,9,1,1,9,1,1,9,1
83,17,25,60,100,0.42,0.38,0.2,60,0.38,0.78,7,1,1,5,1,1,7,4
59,50,50,75,90,0.32,0.5,0.18,75,0.5,0.013,8,1,1,6,1,1,6,3
10,41,0,40,95,0.27,0.4,0.33,40,0.4,0.96,4,1,1,1,1,1,2,6
69,26,15,50,75,0.24,0.4,0.36,50,0.4,0.025,7,1,1,3,1,1,4,1
24,10,20,45,70,0.43,0.39,0.18,20,0.43,0.486,5,2,1,2,1,1,3,3
79,5,10,35,75,0.515,0.3,0.185,35,0.3,0.097,7,2,1,7,2,1,4,3
73,6,10,35,75,0.5,0.32,0.18,75,0.18,0.602,6,1,1,7,1,1,7,1
54,44,10,50,75,0.58,0.24,0.18,50,0.24,0.729,8,1,1,5,1,1,8,2
75,41,0,40,95,0.27,0.4,0.33,40,0.4,0.176,6,1,1,4,1,1,6,1
52,27,15,50,75,0.25,0.38,0.37,75,0.37,0.67,9,1,1,1,1,1,9,1
66,41,0,40,95,0.27,0.4,0.33,40,0.4,0.222,5,1,1,4,1,1,5,2
5,3,0,30,60,0.41,0.37,0.22,60,0.22,0.089,9,1,1,4,1,1,1,1
48,35,30,50,90,0.41,0.24,0.35,50,0.24,0.493,7,3,3,3,3,3,5,5
57,11,20,45,70,0.41,0.35,0.24,45,0.35,0.05,6,1,1,4,1,1,6,2
19,24,20,60,90,0.33,0.2,0.47,90,0.47,0.636,9,1,1,6,1,1,8,1
51,14,30,50,95,0.33,0.29,0.38,50,0.29,0.809,8,1,1,5,1,2,7,4
55,8,15,70,80,0.49,0.27,0.24,70,0.27,0.515,8,5,9,5,4,3,4,5
86,49,50,75,90,0.3,0.52,0.18,50,0.3,0.533,4,5,5,3,2,1,4,6
85,38,20,50,90,0.3,0.18,0.52,50,0.18,0.788,6,1,1,7,1,1,6,1
45,26,15,50,75,0.24,0.4,0.36,50,0.4,0.265,6,1,1,4,1,1,6,1
8,47,55,70,85,0.28,0.51,0.21,70,0.51,0.861,7,2,3,5,7,2,6,6
4,20,25,45,80,0.26,0.32,0.42,45,0.32,0.949,6,4,3,5,3,1,5,3
82,45,10,50,75,0.6,0.24,0.16,75,0.16,0.785,9,1,1,9,1,1,9,1
28,37,20,50,90,0.28,0.19,0.53,20,0.28,0.198,3,6,4,7,4,1,3,7
20,15,30,50,95,0.3,0.3,0.4,95,0.4,0.899,9,1,1,5,1,1,9,1
38,3,0,30,60,0.41,0.37,0.22,60,0.22,0.631,9,1,1,8,1,1,9,1
11,22,20,60,90,0.32,0.16,0.52,20,0.32,0.904,6,3,3,7,1,1,5,8
60,1,0,30,60,0.38,0.36,0.26,0,0.38,0.995,1,8,7,5,8,8,1,9
100,5,10,35,75,0.515,0.3,0.185,35,0.3,0.391,5,4,1,4,1,1,5,4
47,30,40,65,100,0.37,0.32,0.31,100,0.31,0.395,9,1,1,8,1,1,5,1
1,2,0,30,60,0.42,0.31,0.27,30,0.31,0.331,5,6,2,6,2,1,5,8
39,36,30,50,90,0.39,0.25,0.36,90,0.36,0.171,9,1,1,5,1,1,9,1
23,8,15,70,80,0.49,0.27,0.24,70,0.27,0.28,6,2,1,5,1,1,5,3
40,48,55,70,85,0.25,0.52,0.23,85,0.23,0.915,6,4,2,6,1,1,5,6
32,33,45,60,90,0.5,0.3,0.2,90,0.2,0.252,9,1,1,6,1,1,5,1
74,40,0,40,95,0.27,0.38,0.35,0,0.27,0.774,1,7,3,8,6,1,1,8
26,3,0,30,60,0.41,0.37,0.22,60,0.22,0.3,9,1,1,4,1,1,9,1
37,22,20,60,90,0.32,0.16,0.52,20,0.32,0.182,3,5,2,4,2,1,3,8
25,17,25,60,100,0.42,0.38,0.2,60,0.38,0.595,5,3,1,4,1,1,6,5
88,32,45,60,90,0.52,0.29,0.19,60,0.29,0.774,7,5,2,4,1,1,6,1
67,28,40,65,100,0.36,0.4,0.24,40,0.36,0.497,3,6,7,4,2,1,2,7
65,35,30,50,90,0.41,0.24,0.35,50,0.24,0.305,5,4,2,5,1,2,6,3
44,38,20,50,90,0.3,0.18,0.52,50,0.18,0.629,5,3,3,7,6,1,1,8
99,11,20,45,70,0.41,0.35,0.24,45,0.35,0.127,7,2,2,3,1,1,7,2
58,21,25,45,80,0.3,0.3,0.4,80,0.4,0.499,9,1,1,3,1,1,9,1
63,31,45,60,90,0.54,0.3,0.16,45,0.54,0.318,4,2,2,2,2,1,5,5
21,4,10,35,75,0.5,0.31,0.19,10,0.5,0.663,5,3,3,2,2,2,3,6
95,36,30,50,90,0.39,0.25,0.36,90,0.36,0.397,8,2,1,6,1,1,7,1
71,23,20,60,90,0.34,0.22,0.44,60,0.22,0.599,7,2,4,6,3,1,6,6
13,29,40,65,100,0.38,0.34,0.28,65,0.34,0.579,6,2,2,5,1,1,6,3
9,2,0,30,60,0.42,0.31,0.27,30,0.31,0.203,5,1,1,5,1,2,5,2
31,7,15,70,80,0.47,0.28,0.25,15,0.47,0.351,3,6,5,3,4,1,3,7
49,4,10,35,75,0.5,0.31,0.19,10,0.5,0.841,4,1,1,1,1,1,6,3
94,3,0,30,60,0.41,0.37,0.22,60,0.22,0.866,6,7,6,5,3,5,6,4
97,46,55,70,85,0.26,0.53,0.21,55,0.26,0.458,3,3,2,3,1,1,3,3
33,15,30,50,95,0.3,0.3,0.4,95,0.4,0.929,9,1,1,9,1,1,1,1
36,50,50,75,90,0.32,0.5,0.18,75,0.5,0.841,9,1,1,3,1,1,5,1
46,49,50,75,90,0.3,0.52,0.18,50,0.3,0.837,6,2,3,5,1,1,1,4
90,46,55,70,85,0.26,0.53,0.21,55,0.26,0.496,5,3,3,3,6,4,5,5
93,45,10,50,75,0.6,0.24,0.16,75,0.16,0.615,9,1,1,7,1,1,9,1
41,11,20,45,70,0.41,0.35,0.24,45,0.35,0.758,9,1,1,7,1,1,9,1
16,42,0,40,95,0.26,0.42,0.32,95,0.32,0.986,9,1,1,8,1,1,9,3
84,28,40,65,100,0.36,0.4,0.24,40,0.36,0.234,5,3,2,4,5,1,3,6
76,44,10,50,75,0.58,0.24,0.18,50,0.24,0.777,6,1,1,6,1,1,6,2
17,41,0,40,95,0.27,0.4,0.33,40,0.4,0.918,6,2,1,2,2,1,6,2
6,48,55,70,85,0.25,0.52,0.23,85,0.23,0.88,9,1,1,8,1,1,6,1
15,26,15,50,75,0.24,0.4,0.36,50,0.4,0.594,6,4,3,6,4,1,6,5
42,39,20,50,90,0.32,0.18,0.5,90,0.5,0.852,9,1,1,5,1,1,9,1
72,43,10,50,75,0.55,0.28,0.17,10,0.55,0.488,3,3,1,1,1,1,5,5
50,13,30,50,95,0.31,0.25,0.44,30,0.31,0.292,4,3,2,6,3,1,3,7
2,38,20,50,90,0.3,0.18,0.52,50,0.18,0.104,6,2,2,4,1,1,6,2
43,17,25,60,100,0.42,0.38,0.2,60,0.38,0.472,7,2,3,5,5,2,5,6
61,45,10,50,75,0.6,0.24,0.16,75,0.16,0.072,9,1,1,6,4,2,2,1
81,21,25,45,80,0.3,0.3,0.4,80,0.4,0.461,9,2,3,9,2,3,9,3
77,2,0,30,60,0.42,0.31,0.27,30,0.31,0.872,5,5,4,2,4,4,6,6
70,13,30,50,95,0.31,0.25,0.44,30,0.31,0.72,5,2,1,4,2,1,4,9
89,17,25,60,100,0.42,0.38,0.2,60,0.38,0.649,6,2,1,4,1,1,3,3
78,11,20,45,70,0.41,0.35,0.24,45,0.35,0.978,6,4,4,4,4,4,4,4
56,25,15,50,75,0.21,0.36,0.43,15,0.21,0.921,4,4,4,3,4,1,3,6
34,2,0,30,60,0.42,0.31,0.27,30,0.31,0.006,6,2,1,7,1,1,8,2
12,48,55,70,85,0.25,0.52,0.23,85,0.23,0.304,9,1,1,9,1,1,9,1
96,32,45,60,90,0.52,0.29,0.19,60,0.29,0.468,4,2,2,4,2,1,5,4
98,20,25,45,80,0.26,0.32,0.42,45,0.32,0.44,7,1,1,8,1,1,5,1
91,28,40,65,100,0.36,0.4,0.24,40,0.36,0.497,4,2,2,6,3,1,4,5
3,45,10,50,75,0.6,0.24,0.16,75,0.16,0.597,9,1,1,9,1,1,9,1
22,25,15,50,75,0.21,0.36,0.43,15,0.21,0.631,2,7,2,8,1,1,2,8
64,35,30,50,90,0.41,0.24,0.35,50,0.24,0.746,9,1,1,9,1,1,9,1
53,34,30,50,90,0.43,0.23,0.34,30,0.43,0.224,1,2,1,1,1,1,1,3
30,25,15,50,75,0.21,0.36,0.43,15,0.21,0.278,1,6,3,5,1,1,1,9
7,12,20,45,70,0.4,0.34,0.26,70,0.26,0.806,8,1,1,7,1,1,8,1
29,49,50,75,90,0.3,0.52,0.18,50,0.3,0.341,1,7,7,7,8,1,8,8
92,21,25,45,80,0.3,0.3,0.4,80,0.4,0.804,6,1,1,6,2,1,4,6
62,3,0,30,60,0.41,0.37,0.22,60,0.22,0.174,7,1,1,7,2,1,5,1
35,22,20,60,90,0.32,0.16,0.52,20,0.32,0.532,7,1,1,6,1,1,6,2
18,6,10,35,75,0.5,0.32,0.18,75,0.18,0.807,8,1,1,5,1,1,7,1
68,27,15,50,75,0.25,0.38,0.37,75,0.37,0.991,5,3,2,3,3,3,5,4
27,46,55,70,85,0.26,0.53,0.21,55,0.26,0.657,9,1,1,9,1,1,5,5
80,13,30,50,95,0.31,0.25,0.44,30,0.31,0.079,2,5,2,3,1,1,1,6
14,15,30,50,95,0.3,0.3,0.4,95,0.4,0.908,9,1,1,5,1,1,5,1
87,38,20,50,90,0.3,0.18,0.52,50,0.18,0.471,9,2,1,9,1,1,9,1
83,23,20,60,90,0.34,0.22,0.44,60,0.22,0.312,6,2,1,5,1,1,5,5
59,22,20,60,90,0.32,0.16,0.52,20,0.32,0.55,7,2,1,3,1,1,4,4
10,19,25,45,80,0.31,0.32,0.37,25,0.31,0.448,2,1,1,1,1,1,1,7
69,22,20,60,90,0.32,0.16,0.52,20,0.32,0.71,4,2,1,2,1,1,3,3
24,47,55,70,85,0.28,0.51,0.21,70,0.51,0.101,8,1,1,2,1,1,8,1
79,37,20,50,90,0.28,0.19,0.53,20,0.28,0.541,3,5,2,7,2,1,5,3
73,29,40,65,100,0.38,0.34,0.28,65,0.34,0.583,5,1,1,3,1,1,4,2
54,26,15,50,75,0.24,0.4,0.36,50,0.4,0.458,6,3,1,1,2,1,7,3
75,33,45,60,90,0.5,0.3,0.2,90,0.2,0.017,9,1,1,8,1,1,9,1
52,33,45,60,90,0.5,0.3,0.2,90,0.2,0.012,9,1,1,6,1,1,9,1
66,27,15,50,75,0.25,0.38,0.37,75,0.37,0.962,8,1,1,5,1,1,7,1
5,37,20,50,90,0.28,0.19,0.53,20,0.28,0.353,4,3,1,2,1,1,1,5
48,30,40,65,100,0.37,0.32,0.31,100,0.31,0.625,9,1,1,7,1,1,1,1
57,3,0,30,60,0.41,0.37,0.22,60,0.22,0.857,9,1,1,9,1,1,7,1
19,41,0,40,95,0.27,0.4,0.33,40,0.4,0.751,6,6,2,5,1,1,5,5
51,23,20,60,90,0.34,0.22,0.44,60,0.22,0.689,8,1,1,6,1,2,7,5
55,6,10,35,75,0.5,0.32,0.18,75,0.18,0.33,6,7,7,8,4,5,4,6
86,23,20,60,90,0.34,0.22,0.44,60,0.22,0.383,6,3,3,6,2,1,5,4
85,2,0,30,60,0.42,0.31,0.27,30,0.31,0.455,6,1,1,7,1,1,6,1
45,22,20,60,90,0.32,0.16,0.52,20,0.32,0.828,2,6,2,7,3,1,5,8
8,35,30,50,90,0.41,0.24,0.35,50,0.24,0.468,6,2,2,5,2,1,5,3
4,41,0,40,95,0.27,0.4,0.33,40,0.4,0.069,6,3,4,5,2,1,6,4
82,6,10,35,75,0.5,0.32,0.18,75,0.18,0.129,9,1,1,9,1,1,9,1
28,24,20,60,90,0.33,0.2,0.47,90,0.47,0.167,8,1,1,5,1,1,1,1
20,18,25,60,100,0.43,0.35,0.22,100,0.22,0.778,9,1,1,9,1,1,9,1
38,41,0,40,95,0.27,0.4,0.33,40,0.4,0.669,6,6,1,5,1,1,5,6
11,29,40,65,100,0.38,0.34,0.28,65,0.34,0.652,7,1,1,6,1,1,7,6
60,14,30,50,95,0.33,0.29,0.38,50,0.29,0.201,6,5,4,3,5,5,7,8
100,27,15,50,75,0.25,0.38,0.37,75,0.37,0.001,9,1,1,9,1,1,8,1
47,8,15,70,80,0.49,0.27,0.24,70,0.27,0.01,9,1,1,7,1,1,7,1
1,40,0,40,95,0.27,0.38,0.35,0,0.27,0.623,1,9,2,7,4,1,1,9
39,50,50,75,90,0.32,0.5,0.18,75,0.5,0.132,6,1,1,3,1,1,6,2
23,43,10,50,75,0.55,0.28,0.17,10,0.55,0.054,4,6,1,5,1,1,5,7
40,47,55,70,85,0.28,0.51,0.21,70,0.51,0.367,7,3,2,1,1,1,5,6
32,19,25,45,80,0.31,0.32,0.37,25,0.31,0.497,5,2,1,4,1,1,5,3
74,46,55,70,85,0.26,0.53,0.21,55,0.26,0.986,6,4,2,4,5,1,3,6
26,48,55,70,85,0.25,0.52,0.23,85,0.23,0.219,9,1,1,5,1,1,9,1
37,18,25,60,100,0.43,0.35,0.22,100,0.22,0.336,9,1,1,9,1,1,9,1
25,29,40,65,100,0.38,0.34,0.28,65,0.34,0.256,5,3,1,4,3,1,5,5
88,24,20,60,90,0.33,0.2,0.47,90,0.47,0.679,1,8,8,8,7,1,1,9
67,13,30,50,95,0.31,0.25,0.44,30,0.31,0.882,3,6,7,5,3,1,2,8
65,32,45,60,90,0.52,0.29,0.19,60,0.29,0.811,6,2,1,1,1,2,6,2
44,8,15,70,80,0.49,0.27,0.24,70,0.27,0.608,8,2,2,4,1,1,6,4
99,50,50,75,90,0.32,0.5,0.18,75,0.5,0.192,8,2,2,1,1,1,8,2
58,14,30,50,95,0.33,0.29,0.38,50,0.29,0.28,7,3,2,2,2,1,4,3
63,5,10,35,75,0.515,0.3,0.185,35,0.3,0.28,6,2,2,5,1,1,1,5
21,41,0,40,95,0.27,0.4,0.33,40,0.4,0.779,7,2,2,6,2,2,2,4
95,46,55,70,85,0.26,0.53,0.21,55,0.26,0.346,6,3,2,3,1,1,6,7
71,17,25,60,100,0.42,0.38,0.2,60,0.38,0.513,7,2,1,2,1,1,7,2
13,26,15,50,75,0.24,0.4,0.36,50,0.4,0.637,6,3,2,5,3,1,6,3
9,12,20,45,70,0.4,0.34,0.26,70,0.26,0.285,9,1,1,6,1,1,5,1
31,2,0,30,60,0.42,0.31,0.27,30,0.31,0.695,5,3,3,3,2,1,5,4
49,21,25,45,80,0.3,0.3,0.4,80,0.4,0.429,6,1,1,3,1,1,8,2
94,12,20,45,70,0.4,0.34,0.26,70,0.26,0.696,5,6,7,2,5,7,6,6
97,30,40,65,100,0.37,0.32,0.31,100,0.31,0.092,8,1,1,6,1,1,7,1
33,9,15,70,80,0.45,0.29,0.26,80,0.26,0.456,9,1,1,9,1,1,1,1
36,47,55,70,85,0.28,0.51,0.21,70,0.51,0.682,9,1,1,3,1,1,6,1
46,46,55,70,85,0.26,0.53,0.21,55,0.26,0.886,7,1,2,6,1,1,1,4
90,20,25,45,80,0.26,0.32,0.42,45,0.32,0.635,5,2,3,6,4,3,5,5
93,36,30,50,90,0.39,0.25,0.36,90,0.36,0.376,9,1,1,6,1,1,9,1
41,28,40,65,100,0.36,0.4,0.24,40,0.36,0.807,6,1,1,3,1,1,5,1
16,20,25,45,80,0.26,0.32,0.42,45,0.32,0.095,4,6,2,3,3,1,2,7
84,19,25,45,80,0.31,0.32,0.37,25,0.31,0.945,4,3,2,2,3,1,2,8
76,43,10,50,75,0.55,0.28,0.17,10,0.55,0.935,2,2,2,1,1,1,2,7
17,12,20,45,70,0.4,0.34,0.26,70,0.26,0.351,9,1,1,9,1,1,9,1
6,14,30,50,95,0.33,0.29,0.38,50,0.29,0.832,5,4,1,3,1,1,7,5
15,27,15,50,75,0.25,0.38,0.37,75,0.37,0.072,9,1,1,9,1,1,9,1
42,44,10,50,75,0.58,0.24,0.18,50,0.24,0.729,7,1,1,7,1,1,8,1
72,26,15,50,75,0.24,0.4,0.36,50,0.4,0.833,5,2,1,3,1,1,5,2
50,22,20,60,90,0.32,0.16,0.52,20,0.32,0.762,2,4,4,6,4,1,3,6
2,22,20,60,90,0.32,0.16,0.52,20,0.32,0.11,2,5,6,5,4,1,3,6
43,25,15,50,75,0.21,0.36,0.43,15,0.21,0.41,1,8,8,8,8,5,1,9
61,49,50,75,90,0.3,0.52,0.18,50,0.3,0.696,3,6,4,2,2,1,1,6
81,16,25,60,100,0.45,0.37,0.18,25,0.45,0.059,2,6,5,6,5,1,3,8
77,45,10,50,75,0.6,0.24,0.16,75,0.16,0.097,8,2,2,7,2,2,7,2
70,17,25,60,100,0.42,0.38,0.2,60,0.38,0.159,8,1,1,7,1,1,7,2
89,22,20,60,90,0.32,0.16,0.52,20,0.32,0.792,1,9,3,7,3,1,1,8
78,14,30,50,95,0.33,0.29,0.38,50,0.29,0.896,4,4,4,4,4,4,4,4
56,46,55,70,85,0.26,0.53,0.21,55,0.26,0.608,3,2,2,2,2,1,3,5
34,9,15,70,80,0.45,0.29,0.26,80,0.26,0.816,9,1,1,8,1,1,7,1
12,21,25,45,80,0.3,0.3,0.4,80,0.4,0.091,9,1,1,9,1,1,9,1
96,18,25,60,100,0.43,0.35,0.22,100,0.22,0.918,8,1,1,7,1,1,7,1
98,40,0,40,95,0.27,0.38,0.35,0,0.27,0.016,1,9,1,1,1,1,1,9
91,33,45,60,90,0.5,0.3,0.2,90,0.2,0.883,9,1,1,9,1,1,9,1
3,48,55,70,85,0.25,0.52,0.23,85,0.23,0.548,9,1,1,8,1,1,9,1
22,9,15,70,80,0.45,0.29,0.26,80,0.26,0.015,9,1,1,8,1,1,9,1
64,3,0,30,60,0.41,0.37,0.22,60,0.22,0.616,9,1,1,9,1,1,9,1
53,19,25,45,80,0.31,0.32,0.37,25,0.31,0.593,1,3,2,2,1,1,1,4
30,36,30,50,90,0.39,0.25,0.36,90,0.36,0.999,7,1,1,9,1,1,9,1
